0,30,44
0,56,77
0,27,82
0,78,19
0,10,96
0,30,80
0,55,65
1,72,61
1,77,3
1,74,63
1,30,44
1,16,99
1,63,15
1,37,69
1,92,89
2,46,59
2,40,36
2,21,89
2,46,54
2,53,37
2,82,22
2,95,96
2,19,79
0,15,19
0,9,47
0,2,92
0,63,66
0,27,43
0,60,93
0,94,55
0,53,21
0,15,33
0,78,20
0,3,11
0,45,98
0,10,82
0,75,12
0,39,46
1,57,86
1,8,21
1,12,21
1,70,74
1,15,87
1,59,14
1,93,42
2,0,62
2,90,99
2,68,98
2,60,17
2,9,33
2,68,65
2,55,50
2,36,98
2,27,10
0,59,52
0,54,35
0,31,77
0,76,34
0,90,65
1,11,19
1,6,28
1,27,28
1,29,44
1,60,86
1,88,11
1,25,9
1,23,48
1,72,84
0,52,95
0,48,33
0,65,40
0,65,33
0,15,64
0,27,25
0,85,31
0,37,88
0,48,98
0,69,26
0,76,11
0,34,39
0,7,12
0,86,26
0,32,91
0,16,64
0,88,77
2,39,18
2,51,47
2,49,28
2,70,89
2,85,92
2,70,28
2,6,19
2,47,58
2,13,10
1,55,16
1,12,50
1,10,13
1,81,67
1,43,30
1,18,9
1,14,40
1,72,98
1,49,99
0,93,95
0,57,25
0,61,96
0,95,65
0,70,67
0,72,68
0,85,8
0,42,96
0,0,26
1,87,98
1,90,74
1,91,17
1,88,16
1,45,2
1,49,21
1,28,9
0,55,92
0,99,5
0,53,63
0,19,38
0,60,77
0,11,5
0,14,77
0,15,52
0,85,62
1,0,50
1,34,26
1,4,82
1,78,86
1,1,81
1,47,89
1,77,2
1,39,19
1,32,28
1,97,98
1,90,39
1,93,36
1,91,18
1,83,15
1,39,93
1,38,32
1,56,41
1,83,92
1,28,57
2,12,2
2,23,36
2,15,37
2,22,91
2,13,62
2,50,56
2,74,42
2,56,18
2,25,22
2,13,95
2,21,87
2,22,99
2,15,96
2,16,31
2,44,82
2,39,35
2,85,87
2,43,10
2,94,81
2,90,72
2,87,33
2,12,45
2,30,78
2,15,80
2,37,62
2,95,33
2,18,73
2,39,92
2,66,62
2,92,19
2,74,84
2,12,66
2,21,68
2,30,50
2,69,85
2,8,86
2,50,61
2,18,48
2,1,14
2,51,16
2,21,24
0,59,73
0,10,23
0,39,87
0,78,22
0,9,2
0,16,63
0,53,97
0,52,36
1,45,61
1,93,21
1,44,86
1,15,26
1,29,96
1,53,40
1,29,42
1,7,71
2,15,69
2,75,45
2,57,14
2,13,96
2,56,35
2,69,25
2,51,3
2,14,21
2,4,13
2,44,78
2,92,2
2,50,99
2,88,82
2,27,87
1,1,85
1,38,31
1,12,98
1,72,42
1,4,67
0,6,36
0,76,12
0,76,24
0,10,42
0,71,65
0,53,19
0,47,33
0,4,83
0,29,98
0,94,91
0,43,47
0,32,14
0,67,89
0,71,97
0,7,45
0,19,97
1,93,82
1,83,77
1,45,73
1,80,73
1,7,56
1,6,84
1,78,47
1,15,19
1,23,56
1,51,40
1,91,9
1,32,54
1,11,31
1,27,31
2,17,26
2,21,72
2,17,96
2,22,58
2,15,25
2,31,3
2,28,11
2,24,44
0,71,22
0,91,33
0,55,98
0,46,44
0,59,68
1,47,84
1,7,12
1,83,86
1,78,60
1,44,50
1,49,26
1,2,21
1,39,7
1,90,5
1,18,61
1,83,56
1,90,33
1,78,43
1,44,87
0,2,77
0,1,98
0,23,40
0,76,80
0,86,0
0,36,48
0,45,5
0,72,80
0,71,57
0,15,67
0,61,83
0,8,26
0,30,94
0,93,98
0,63,5
0,75,14
0,69,80
0,82,33
1,83,70
1,13,2
1,78,55
1,90,40
1,59,16
1,0,24
1,52,40
1,11,32
2,68,14
2,30,64
2,90,17
2,44,19
2,46,82
2,22,95
2,37,10
2,4,57
2,9,77
0,47,63
0,4,24
0,59,57
0,54,62
0,85,50
0,55,72
0,72,97
0,9,11
0,69,22
2,55,64
2,94,93
2,13,38
2,48,78
2,88,95
2,54,22
2,46,87
2,59,58
0,77,36
0,12,73
0,5,40
0,48,25
0,43,16
0,55,50
0,84,66
0,94,69
0,59,64
0,14,89
0,60,19
0,9,70
0,27,39
0,49,76
0,37,26
0,29,85
1,63,36
1,54,58
1,33,5
1,77,73
1,22,35
1,16,86
1,63,66
1,29,77
1,53,64
1,45,62
1,32,44
1,56,45
1,12,29
1,34,86
1,15,65
1,53,20
1,85,99
1,37,40
1,10,18
1,29,73
1,41,64
1,77,96
1,90,23
1,18,89
1,68,14
0,75,92
0,51,6
0,64,97
0,41,9
0,50,8
0,39,45
2,45,89
2,62,17
2,9,83
2,32,64
2,34,42
2,59,20
2,78,98
2,94,70
2,76,66
1,30,73
1,1,18
1,53,57
1,12,76
1,23,62
1,90,0
0,7,96
0,34,75
0,75,74
0,59,56
0,62,50
0,1,11
0,88,86
0,67,73
0,9,77
1,81,31
1,54,76
1,43,76
1,71,45
1,59,33
1,29,17
1,97,61
1,45,28
1,11,44
1,88,26
1,42,37
1,39,95
1,92,30
1,70,64
1,22,48
0,59,28
0,34,94
0,18,2
0,49,95
0,60,40
0,91,20
0,31,82
0,4,17
0,51,48
0,7,16
0,82,98
0,38,84
0,47,31
0,9,46
0,86,94
0,69,55
1,74,89
1,75,97
1,68,6
2,67,78
2,92,52
2,67,97
2,13,28
2,68,46
2,34,18
2,91,57
2,50,97
0,99,83
0,41,42
0,59,87
0,84,98
0,7,38
0,76,98
0,19,80
1,4,59
1,41,40
1,78,57
1,44,79
1,1,17
1,90,86
1,24,21
1,90,92
1,13,0
2,0,35
2,0,71
2,42,24
2,57,19
2,54,24
2,27,14
2,81,23
2,48,58
2,20,31
0,90,62
0,41,56
0,51,39
0,51,55
0,22,8
0,1,67
0,10,45
0,30,20
0,70,28
1,68,95
1,48,80
1,3,50
1,11,73
1,84,95
1,15,79
1,47,59
2,32,62
2,22,9
2,44,79
2,8,54
2,79,3
2,67,46
2,51,0
2,1,8
2,70,53
0,39,18
0,71,44
0,13,45
0,53,47
0,35,68
0,99,58
0,72,3
0,71,33
0,32,44
0,88,2
0,69,40
0,10,57
0,88,98
0,85,14
0,76,64
0,68,98
0,30,51
0,75,58
0,63,97
0,60,96
0,42,66
1,65,54
1,52,99
1,57,14
1,63,89
1,54,64
1,75,23
1,64,80
1,77,41
1,14,96
1,24,82
1,25,69
1,78,40
1,90,61
1,4,0
1,75,84
1,75,68
1,22,97
1,90,66
2,97,98
2,71,79
2,55,85
2,67,98
2,95,98
2,14,77
2,93,87
2,83,61
2,13,69
0,58,73
0,13,73
0,10,34
0,43,55
0,20,96
0,73,96
0,24,11
0,10,59
2,15,17
2,88,42
2,95,35
2,38,83
2,56,57
2,84,87
2,38,75
2,92,6
2,56,24
2,0,38
2,10,18
2,24,59
2,7,33
2,29,11
2,89,68
2,50,42
2,59,0
0,30,13
0,46,77
0,16,74
0,86,83
0,56,72
0,59,90
0,69,79
0,59,9
2,90,96
2,77,38
2,27,52
2,89,49
2,65,19
2,61,35
2,67,87
2,44,96
2,46,48
1,5,36
1,65,53
1,96,79
1,48,79
1,49,66
1,10,55
1,27,94
1,53,85
0,22,89
0,99,44
0,7,28
0,69,68
0,4,52
0,19,92
0,23,74
0,7,84
1,20,50
1,83,69
1,95,99
1,91,32
1,12,89
1,20,15
1,43,99
1,45,90
1,35,88
1,1,22
1,46,54
1,39,15
1,60,62
1,65,62
1,96,11
1,20,40
1,91,53
1,67,98
1,27,44
1,75,94
1,20,36
1,43,93
2,67,62
2,65,93
2,2,22
2,95,76
2,0,5
2,78,33
2,48,36
2,13,94
2,43,94
0,34,28
0,24,63
0,91,95
0,54,85
0,56,11
0,91,55
0,76,5
0,31,26
0,7,78
0,34,99
0,22,62
0,25,9
0,15,18
0,32,48
0,1,99
0,45,88
1,39,38
1,85,59
1,42,14
1,35,99
1,67,33
1,34,82
1,65,28
1,67,77
2,29,48
2,95,28
2,57,76
2,95,17
2,94,48
2,51,81
2,34,73
2,25,52
2,94,11
0,78,14
0,35,63
0,23,33
0,56,38
0,94,9
0,25,97
0,93,24
1,1,53
1,77,9
1,37,74
1,26,97
1,19,79
1,43,96
1,80,89
1,47,86
0,23,64
0,99,42
0,41,78
0,32,24
0,71,43
0,70,64
0,99,39
0,51,73
0,70,24
0,16,20
0,37,22
0,58,33
0,91,85
0,34,97
0,35,8
0,69,95
0,60,83
0,4,89
2,22,52
2,71,66
2,42,62
2,21,36
2,65,13
2,12,80
0,28,91
0,60,46
0,24,77
0,43,6
0,60,49
0,61,32
0,56,18
0,54,51
0,1,53
0,41,63
0,43,0
0,57,36
0,38,66
0,7,99
0,54,81
0,75,33
0,90,85
1,96,65
1,5,61
1,83,36
1,20,89
1,30,63
1,41,30
1,86,87
1,62,5
2,47,55
2,53,13
2,94,86
2,21,11
2,55,80
2,32,6
2,69,61
2,70,17
2,56,30
2,94,82
2,91,63
2,3,77
2,14,8
2,27,6
2,47,65
2,75,0
2,76,79
2,34,14
2,27,48
2,88,86
2,44,95
2,50,16
0,93,2
0,94,72
0,68,18
0,4,45
0,58,66
0,93,14
0,86,5
0,23,68
0,71,61
1,41,21
1,92,95
1,20,19
1,30,5
1,90,19
1,1,37
1,48,99
1,30,35
1,27,40
1,41,66
1,93,3
1,27,79
1,65,21
1,47,17
1,17,97
1,11,79
1,93,85
1,79,89
2,81,58
2,65,22
2,75,56
2,37,44
2,24,76
2,68,11
1,91,56
1,46,24
1,4,66
1,47,52
1,51,67
1,5,87
1,48,24
1,51,49
1,42,18
2,92,4
2,93,98
2,22,61
2,42,73
2,18,49
2,77,12
2,46,63
2,66,28
0,91,18
0,45,85
0,50,67
0,83,8
0,84,42
0,46,14
0,35,22
0,99,71
2,22,43
2,33,94
2,92,42
2,93,31
2,50,48
2,96,72
2,55,27
2,84,19
2,75,95
2,70,33
2,44,86
2,73,28
2,62,35
2,93,8
2,36,78
2,95,40
2,93,95
2,23,58
2,37,29
2,20,42
2,37,32
2,23,44
2,25,2
2,37,64
2,9,65
2,20,2
2,15,0
2,35,58
2,60,53
2,3,11
2,91,80
2,80,63
2,34,43
2,34,15
2,66,99
2,60,93
2,54,45
2,71,68
2,27,18
2,90,51
2,59,48
2,70,16
2,17,37
2,67,99
2,38,7
2,88,79
2,39,29
2,70,64
0,51,33
0,15,38
0,71,0
0,58,0
0,55,9
0,29,21
0,37,70
0,23,80
0,27,56
0,1,40
0,37,84
0,71,10
0,85,40
0,27,17
0,59,62
0,72,98
0,42,82
1,60,8
1,47,0
1,29,16
1,3,52
1,56,73
1,28,58
1,29,92
1,1,99
1,12,48
0,87,42
0,24,98
0,12,5
0,18,31
0,89,21
0,51,81
0,29,70
0,51,9
0,13,5
0,78,18
0,28,31
0,65,98
0,14,2
0,9,58
2,76,73
2,91,94
2,49,48
2,63,19
2,14,78
2,64,49
2,38,94
2,74,78
2,45,64
1,10,5
1,9,99
1,46,31
1,53,26
1,11,62
1,24,80
1,20,26
1,16,97
1,33,0
0,37,36
0,35,96
0,58,24
0,35,74
0,1,3
0,11,96
0,37,4
0,22,45
0,15,11
1,63,32
1,60,36
1,65,32
1,43,46
1,10,59
2,20,68
2,20,16
2,81,38
2,46,35
2,47,29
2,9,94
0,83,47
0,99,20
0,91,36
0,15,61
0,53,12
0,54,10
0,87,5
0,32,98
0,50,14
0,41,0
0,89,74
0,43,32
0,93,63
0,7,77
0,74,11
0,16,12
0,46,40
1,71,0
1,41,62
1,65,2
1,27,82
1,18,35
1,34,31
2,87,75
2,75,35
2,27,92
2,87,40
2,19,10
2,23,69
2,57,28
2,14,86
0,1,33
0,9,85
0,54,26
0,12,28
0,4,92
0,54,21
0,46,42
0,20,47
0,25,0
1,44,33
1,97,99
1,91,93
1,0,98
1,10,19
1,23,99
1,27,97
1,29,5
1,63,21
1,88,89
1,23,35
1,6,22
1,39,8
1,75,64
1,69,50
1,86,39
1,49,45
1,47,60
1,75,83
1,72,94
1,47,19
1,15,22
1,90,73
1,32,69
1,50,9
1,69,87
1,27,25
1,93,4
1,44,96
2,80,9
2,22,60
2,68,85
2,42,32
2,93,52
2,63,38
2,18,76
2,65,11
2,1,12
2,44,34
2,54,88
2,90,25
2,87,69
2,18,81
2,36,79
2,4,14
2,30,62
2,63,14
2,20,65
2,39,48
2,23,17
2,4,98
2,34,24
2,14,11
2,4,97
2,29,15
2,74,40
0,4,51
0,94,23
0,12,0
0,91,50
0,12,89
0,91,79
0,60,59
2,77,76
2,63,76
2,7,16
2,53,46
2,7,26
2,60,2
2,96,85
2,31,6
2,50,33
2,57,45
2,93,34
2,14,85
2,95,5
2,77,36
2,75,54
2,93,44
2,70,45
2,92,96
0,46,85
0,41,36
0,27,87
0,63,33
0,67,62
0,7,71
0,1,31
0,71,84
0,16,18
2,37,68
2,4,61
2,88,91
2,70,65
2,82,8
2,77,11
2,74,85
2,45,79
0,72,86
0,32,93
0,23,89
0,1,79
0,99,3
0,50,77
0,60,6
0,99,13
0,42,18
2,16,17
2,71,72
2,65,52
2,93,33
2,90,35
2,22,78
2,33,79
2,32,31
1,95,50
1,11,36
1,62,18
1,17,8
1,27,93
1,49,17
1,27,46
1,87,97
2,96,28
2,57,44
2,51,58
2,60,41
2,82,5
2,63,83
2,42,3
2,2,79
2,3,64
2,39,24
2,80,78
2,70,87
2,12,26
2,20,99
2,34,72
2,74,54
2,69,24
2,42,6
1,87,58
1,23,30
1,26,93
1,54,69
2,66,61
2,55,87
2,67,26
2,47,40
2,93,38
2,23,24
0,61,2
0,49,3
0,78,62
0,89,86
0,52,5
0,78,87
0,27,12
0,56,31
0,4,10
2,84,69
2,70,40
2,85,94
2,13,6
2,63,31
2,67,45
2,71,44
2,25,10
2,92,46
1,85,17
1,51,95
1,17,28
1,92,63
1,72,57
1,78,38
1,90,85
1,82,62
1,94,26
0,42,28
0,61,73
0,76,48
0,78,56
0,55,52
0,15,65
1,75,89
1,78,30
1,95,21
1,41,57
1,72,68
1,41,73
1,90,47
1,56,71
1,34,74
1,39,58
1,34,96
1,44,56
1,22,77
1,16,36
1,4,92
1,6,79
1,6,89
2,96,5
2,50,38
2,45,73
2,7,74
2,82,64
2,70,58
2,97,5
2,75,50
2,1,73
2,92,54
2,66,4
2,66,18
2,85,52
2,90,56
2,50,4
2,37,28
2,45,10
2,30,85
2,56,14
2,46,77
2,26,5
2,75,14
2,44,15
2,68,73
2,51,40
2,51,97
1,72,50
1,34,69
1,24,86
1,67,82
1,19,95
1,23,85
1,13,28
1,10,2
1,11,65
0,52,11
0,27,34
0,15,97
0,22,92
0,68,87
0,10,61
0,29,41
0,47,5
0,52,96
2,27,56
2,59,6
2,27,2
2,37,61
2,60,62
2,53,45
2,60,97
2,55,3
0,25,21
0,43,21
0,88,72
0,75,96
0,23,61
0,64,98
0,50,86
0,99,6
0,13,0
2,22,15
2,88,61
2,57,97
2,84,4
2,12,16
2,92,80
2,42,28
2,55,17
1,62,89
1,44,58
1,26,62
1,87,42
1,87,61
1,13,77
1,94,56
1,94,44
1,6,42
2,60,16
2,89,97
2,16,25
2,70,77
2,57,23
2,48,23
2,87,49
2,29,83
2,57,9
0,69,47
0,46,3
0,15,24
0,16,66
0,32,25
0,61,74
0,81,21
0,26,2
2,51,11
2,12,15
2,20,94
2,74,28
2,48,98
2,91,8
2,91,5
2,74,41
2,1,88
2,71,59
2,82,58
2,1,89
2,15,87
2,39,15
2,20,66
2,31,0
2,22,48
2,47,32
0,52,33
0,34,13
0,30,81
0,20,93
0,7,59
0,76,95
0,59,92
0,30,84
0,38,96
2,88,35
2,32,0
2,7,96
2,7,59
2,21,92
2,65,48
2,96,31
2,32,98
2,74,58
0,6,83
0,68,5
0,30,65
0,60,70
2,25,36
2,84,47
2,4,15
2,54,85
2,42,63
2,82,28
2,83,19
2,7,56
2,51,49
2,92,97
2,39,20
2,92,33
2,27,67
2,49,59
2,20,86
2,37,25
2,45,27
2,57,33
2,64,78
2,72,58
2,89,36
2,51,43
2,7,11
2,65,40
2,93,57
2,64,35
2,43,19
2,60,78
2,92,13
2,19,2
2,13,61
2,84,59
2,91,68
2,7,58
2,56,99
2,47,80
2,27,5
2,39,11
2,70,96
2,56,19
2,91,17
2,30,14
2,41,87
2,1,87
2,32,85
2,18,19
2,40,73
2,43,36
1,94,92
1,23,8
1,39,59
1,74,66
1,76,84
1,83,87
1,13,66
1,39,73
2,55,33
2,18,70
2,13,76
2,24,85
2,32,5
2,85,63
0,94,24
0,4,28
0,34,89
0,68,67
0,84,82
0,68,56
0,78,89
1,94,6
1,90,99
1,75,61
1,65,17
1,56,64
1,12,52
1,72,55
1,81,84
1,21,50
0,9,14
0,94,76
0,8,3
0,96,14
0,52,25
0,22,80
0,57,48
0,76,90
2,46,62
2,99,1
2,72,20
2,12,20
2,19,5
2,91,82
2,65,73
2,49,80
2,92,68
0,93,40
0,54,15
0,1,35
0,37,97
0,81,18
0,37,9
0,32,21
2,1,61
2,6,64
2,46,78
2,6,66
2,34,21
2,30,42
2,23,68
2,63,26
2,72,61
2,23,63
2,71,73
2,64,50
2,51,45
2,64,11
2,83,43
2,70,57
2,74,31
1,30,21
1,85,42
1,10,17
1,56,39
1,70,77
1,55,71
1,10,9
1,53,95
1,92,55
1,25,42
1,22,38
1,46,80
1,65,16
1,25,76
1,90,48
1,86,73
1,91,66
2,12,35
2,71,34
2,2,35
2,91,87
2,28,80
2,23,92
2,98,57
2,45,6
2,92,74
1,51,66
1,20,21
1,19,89
1,42,54
1,60,81
1,15,72
1,1,20
1,14,8
1,70,21
1,88,59
1,7,47
1,4,75
1,9,78
1,70,32
1,72,59
1,10,35
1,47,44
1,47,87
1,68,43
1,33,17
1,49,5
1,54,66
1,90,3
1,34,10
1,94,0
1,1,58
1,10,87
1,80,50
1,88,45
2,20,45
2,30,40
2,1,79
2,20,61
2,50,52
2,48,13
2,93,67
1,11,97
1,34,63
1,33,63
1,53,60
1,44,16
1,93,62
1,34,79
1,95,40
2,18,3
2,6,38
2,89,99
2,63,67
2,84,6
2,76,50
2,54,96
2,69,98
2,94,17
0,10,77
0,78,57
0,57,68
0,58,11
0,90,88
0,88,48
0,59,81
0,99,96
0,14,17
0,25,47
0,10,40
0,78,50
0,69,17
0,26,24
0,94,64
0,54,72
0,43,75
0,57,29
0,34,16
0,30,11
2,69,5
2,89,38
2,12,72
2,19,36
2,18,52
2,72,78
2,34,79
0,67,14
0,41,64
0,27,20
0,22,36
0,47,0
0,89,8
0,90,58
0,38,11
1,91,43
1,88,54
1,44,63
1,88,32
1,47,98
1,45,52
1,60,63
1,57,5
1,10,31
2,43,90
2,44,77
2,75,46
2,56,3
2,10,92
2,39,52
0,99,64
0,90,73
0,27,98
0,75,15
0,19,63
0,30,18
0,53,9
0,49,0
0,67,17
0,35,94
0,59,45
0,0,8
0,14,63
0,46,26
0,34,67
0,80,33
0,84,96
0,42,6
2,43,64
2,59,83
2,91,38
2,8,76
2,92,86
2,1,5
2,14,65
2,23,25
2,56,62
0,7,46
0,61,44
0,54,87
0,24,0
0,34,61
0,86,95
0,27,72
0,85,38
1,20,52
1,12,62
1,45,31
1,70,68
1,6,15
1,94,59
1,76,67
1,42,52
1,45,58
1,76,73
1,72,32
1,59,21
1,81,64
1,27,21
1,41,97
1,94,12
1,45,63
0,28,98
0,27,0
0,35,57
0,54,23
0,12,58
0,79,73
0,27,52
0,28,2
0,78,34
2,29,49
2,33,10
2,62,29
2,44,76
2,1,3
2,24,31
2,2,6
2,51,23
0,27,35
0,99,74
0,41,12
0,75,69
0,61,62
0,34,88
0,71,80
0,84,8
0,39,69
0,27,40
0,50,88
0,10,91
0,75,68
0,6,92
0,6,14
0,60,8
1,67,66
1,51,31
1,45,66
1,88,38
1,10,27
0,15,21
0,7,2
0,1,50
0,82,38
0,71,66
0,76,85
0,87,79
0,19,82
0,52,31
0,89,36
0,94,97
0,86,39
0,34,3
0,69,62
0,70,3
2,44,40
2,88,34
2,79,66
2,39,19
2,56,42
2,70,67
2,12,44
2,70,3
2,74,50
2,39,68
2,14,99
2,90,60
2,54,23
2,40,97
2,65,94
2,23,80
1,1,61
1,93,63
1,88,36
1,48,52
1,60,80
1,60,66
1,47,61
1,84,8
1,32,36
1,20,62
1,7,19
1,41,95
1,92,73
1,77,99
1,6,43
1,78,2
1,30,76
1,35,38
1,54,13
1,30,26
1,41,10
1,43,58
1,93,96
0,25,95
0,91,64
0,83,52
0,94,90
0,43,50
0,29,40
0,4,32
0,1,52
0,10,55
0,71,85
0,18,73
0,4,20
0,81,97
0,66,14
0,76,87
0,1,49
1,82,58
1,90,95
1,10,56
1,56,5
1,14,50
1,78,29
1,90,28
1,55,63
1,28,55
1,41,33
1,12,63
1,81,61
1,0,44
1,4,81
1,80,69
2,49,36
2,37,58
2,67,79
2,45,33
2,55,42
2,54,77
2,49,3
1,90,52
1,55,97
1,56,98
1,33,89
1,43,95
1,88,28
1,23,76
1,48,35
1,10,44
1,21,62
1,12,81
1,91,64
1,56,31
1,83,55
1,28,61
1,78,92
1,70,87
1,27,24
1,84,66
1,25,43
1,15,8
1,92,77
0,12,2
0,90,89
0,13,21
0,10,83
0,42,17
0,78,25
0,34,50
0,75,65
0,35,3
0,72,74
0,55,57
0,29,51
0,85,87
0,46,28
0,53,72
0,2,67
0,84,14
0,16,87
0,1,2
0,19,3
0,47,40
0,75,50
0,52,23
1,15,55
1,44,14
1,85,86
1,34,36
1,6,48
1,59,65
1,72,97
1,5,86
1,3,36
2,46,86
2,18,23
2,9,97
2,85,38
2,1,86
2,71,6
2,1,94
2,21,63
2,37,76
2,99,57
2,51,32
2,7,3
2,29,40
2,34,86
2,84,49
2,86,3
2,21,6
2,23,26
2,93,22
2,91,52
2,40,62
2,84,52
2,13,89
2,79,73
2,30,59
2,76,49
2,91,23
0,43,64
0,60,73
0,41,2
0,14,73
0,4,98
0,35,85
0,11,59
0,30,82
0,16,0
0,54,90
0,82,68
0,92,21
0,45,66
0,91,66
1,15,70
1,88,55
1,57,97
1,78,15
1,15,31
1,52,9
1,90,64
1,7,21
1,3,87
1,74,99
1,90,69
1,68,3
1,28,22
1,87,9
1,78,99
1,56,16
2,6,5
2,77,66
2,75,61
2,98,76
2,24,29
2,0,49
2,9,73
2,98,16
2,85,84
2,51,19
2,30,67
2,41,11
2,21,35
2,21,86
2,46,61
1,53,3
1,65,79
1,75,45
2,23,5
2,93,17
2,72,93
2,49,94
2,32,96
2,63,5
2,37,82
2,32,12
2,45,38
2,53,17
2,71,50
2,51,29
2,22,66
2,89,6
2,81,56
2,27,94
2,21,57
2,59,41
0,49,89
0,19,52
0,48,97
0,94,98
0,35,60
0,16,8
0,57,13
0,22,85
0,20,49
0,6,67
0,24,64
0,43,57
0,94,63
0,37,94
0,48,21
0,85,3
0,56,32
0,27,88
0,20,92
0,54,37
0,34,21
0,84,40
0,78,69
0,7,56
0,37,12
0,19,79
1,4,12
1,85,41
1,18,65
1,59,62
1,91,48
1,17,86
1,75,67
1,2,31
1,50,98
2,4,90
2,74,89
2,93,3
2,73,11
2,31,64
2,63,98
2,60,4
2,80,77
2,51,24
2,14,5
2,65,25
2,74,71
2,92,40
2,75,11
2,63,29
2,4,79
2,7,87
2,51,1
0,81,98
0,0,63
0,5,35
0,96,64
0,57,49
0,84,50
0,70,97
1,55,87
1,3,40
1,22,89
1,6,30
1,1,93
1,27,15
1,13,89
1,91,2
1,45,95
1,72,58
1,25,79
1,88,85
1,37,2
1,49,36
1,78,70
1,74,59
1,76,96
1,78,61
1,49,61
1,60,3
1,11,81
1,80,99
1,48,76
1,60,99
1,47,46
1,17,80
1,11,12
1,23,97
1,12,16
1,0,40
0,53,94
0,20,68
0,13,84
0,10,50
0,30,5
0,10,79
0,86,75
0,51,67
0,30,75
0,75,18
0,60,22
0,1,19
0,35,17
0,12,63
0,28,33
0,28,92
0,74,92
0,55,85
0,29,43
0,99,23
0,51,43
0,78,39
0,70,96
2,68,45
2,20,70
2,15,90
2,74,96
2,94,58
2,47,22
2,84,17
2,50,98
2,69,17
0,93,77
0,69,88
0,1,8
0,10,38
0,51,41
0,2,94
0,51,35
0,15,13
0,41,96
2,67,40
2,6,82
2,29,52
